claim_id,root_claim,claim_variants,category,all_pages,occurrence_count,template_generated,visible_context_summary,existing_evidence_files,evidence_level,evidence_limitations,conflicting_values,decision_class,risk_level,business_importance,recommended_action,safe_replacement_draft,required_user_answer,required_evidence,can_change_in_phase_1c,manual_approval_required
P1B-029,"AL6061 aluminum material traceability, anodizing thickness report, hardness test, and RoHS compliance certificate.","AL6061 aluminum material traceability, anodizing thickness report, hardness test, and RoHS compliance certificate.",C,BP-2P-50-0001.html,1,no,"Phase 1A source IDs: HR-030. || BP-2P-50-0001.html: Material Certificate || AL6061 aluminum material traceability, anodizing thickness report, hardness test, and RoHS compliance certificate. Available upon request with order. || BP-2P-50-0001 vs. Other Begapunk Models",none found,E1,"Drawings may identify material, but no traceability certificate, hardness report, coating report, or RoHS declaration was found. No certificate or declaration file with entity, scope, validity period, and applicable models was found. The claim is repeated on webpages, which is not independent evidence.",,K4,high,high,Do not change the factual value yet; request Begapunk evidence and scope confirmation.,"Draft: Certification information is available for the applicable entity and product scope on request, subject to current-document verification.","Confirm the correct value, scope, reporting date, and whether the supporting document may be cited publicly.",Authoritative dated record owned or approved by Begapunk and mapped to every affected page/model.,yes-after-evidence-and-approval,yes
P1B-030,"AL6061 aluminum material traceability, anodizing thickness report, PTFE seal composition, and RoHS compliance.","AL6061 aluminum material traceability, anodizing thickness report, PTFE seal composition, and RoHS compliance.",C,BP-8P-0001.html,1,no,"Phase 1A source IDs: HR-031. || BP-8P-0001.html: Material Certificate || AL6061 aluminum material traceability, anodizing thickness report, PTFE seal composition, and RoHS compliance. Available upon request. || BP-8P-0001 vs. Other Begapunk Models",none found,E1,"Drawings may identify material, but no traceability certificate, hardness report, coating report, or RoHS declaration was found. No certificate or declaration file with entity, scope, validity period, and applicable models was found. The claim is repeated on webpages, which is not independent evidence.",,K4,high,high,Do not change the factual value yet; request Begapunk evidence and scope confirmation.,"Draft: Certification information is available for the applicable entity and product scope on request, subject to current-document verification.","Confirm the correct value, scope, reporting date, and whether the supporting document may be cited publicly.",Authoritative dated record owned or approved by Begapunk and mapped to every affected page/model.,yes-after-evidence-and-approval,yes
P1B-031,"AL6061 aluminum material traceability, hardness test report, and RoHS compliance certificate.","AL6061 aluminum material traceability, hardness test report, and RoHS compliance certificate.",C,BP-2P-16-0001.html,1,no,"Phase 1A source IDs: HR-032. || BP-2P-16-0001.html: Material Certificate || AL6061 aluminum material traceability, hardness test report, and RoHS compliance certificate. Available upon request with order. || BP-2P-16-0001 vs. Other Begapunk Models",none found,E1,"Drawings may identify material, but no traceability certificate, hardness report, coating report, or RoHS declaration was found. No certificate or declaration file with entity, scope, validity period, and applicable models was found. The claim is repeated on webpages, which is not independent evidence.",,K4,high,high,Do not change the factual value yet; request Begapunk evidence and scope confirmation.,"Draft: Certification information is available for the applicable entity and product scope on request, subject to current-document verification.","Confirm the correct value, scope, reporting date, and whether the supporting document may be cited publicly.",Authoritative dated record owned or approved by Begapunk and mapped to every affected page/model.,yes-after-evidence-and-approval,yes
P1B-032,"AL6061 aluminum material traceability, hardness test report, bearing specification sheet, and RoHS compliance certificate.","AL6061 aluminum material traceability, hardness test report, bearing specification sheet, and RoHS compliance certificate.",C,BP-2P-30-0001.html,1,no,"Phase 1A source IDs: HR-033. || BP-2P-30-0001.html: Material Certificate || AL6061 aluminum material traceability, hardness test report, bearing specification sheet, and RoHS compliance certificate. Available upon request with order. || BP-2P-30-0001 vs. Other Begapunk Models",none found,E1,"Drawings may identify material, but no traceability certificate, hardness report, coating report, or RoHS declaration was found. No certificate or declaration file with entity, scope, validity period, and applicable models was found. The claim is repeated on webpages, which is not independent evidence.",,K4,high,high,Do not change the factual value yet; request Begapunk evidence and scope confirmation.,"Draft: Certification information is available for the applicable entity and product scope on request, subject to current-document verification.","Confirm the correct value, scope, reporting date, and whether the supporting document may be cited publicly.",Authoritative dated record owned or approved by Begapunk and mapped to every affected page/model.,yes-after-evidence-and-approval,yes
P1B-033,"AL6061 material traceability, anodizing thickness report, hardness test, and RoHS compliance certificate.","AL6061 material traceability, anodizing thickness report, hardness test, and RoHS compliance certificate.",C,BP-3P-S06-0001.html,1,no,"Phase 1A source IDs: HR-034. || BP-3P-S06-0001.html: Material Certificate || AL6061 material traceability, anodizing thickness report, hardness test, and RoHS compliance certificate. Available upon request with order. || BP-3P-S06-0001 vs. Other Begapunk Models",none found,E1,"Drawings may identify material, but no traceability certificate, hardness report, coating report, or RoHS declaration was found. No certificate or declaration file with entity, scope, validity period, and applicable models was found. The claim is repeated on webpages, which is not independent evidence.",,K4,high,high,Do not change the factual value yet; request Begapunk evidence and scope confirmation.,"Draft: Certification information is available for the applicable entity and product scope on request, subject to current-document verification.","Confirm the correct value, scope, reporting date, and whether the supporting document may be cited publicly.",Authoritative dated record owned or approved by Begapunk and mapped to every affected page/model.,yes-after-evidence-and-approval,yes
P1B-034,"AL6061 material traceability, hardness test report, bearing specification, and RoHS compliance certificate.","AL6061 material traceability, hardness test report, bearing specification, and RoHS compliance certificate.",C,BP-3P-0007.html,1,no,"Phase 1A source IDs: HR-035. || BP-3P-0007.html: Material Certificate || AL6061 material traceability, hardness test report, bearing specification, and RoHS compliance certificate. Available upon request with order. || BP-3P-0007 vs. Other Begapunk Models",none found,E1,"Drawings may identify material, but no traceability certificate, hardness report, coating report, or RoHS declaration was found. No certificate or declaration file with entity, scope, validity period, and applicable models was found. The claim is repeated on webpages, which is not independent evidence.",,K4,high,high,Do not change the factual value yet; request Begapunk evidence and scope confirmation.,"Draft: Certification information is available for the applicable entity and product scope on request, subject to current-document verification.","Confirm the correct value, scope, reporting date, and whether the supporting document may be cited publicly.",Authoritative dated record owned or approved by Begapunk and mapped to every affected page/model.,yes-after-evidence-and-approval,yes
P1B-035,Best practice: Use a flange mount with the air ports facing away from the wrist servo.,Best practice: Use a flange mount with the air ports facing away from the wrist servo.,A,application-robot-end-of-arm-tooling.html,1,no,"Phase 1A source IDs: HR-047. || application-robot-end-of-arm-tooling.html: Compact mounting and cable management || Robot wrists have 30–50 mm radial clearance. The rotary joint must fit inside this envelope without interfering with servo cables or proximity sensors. Best practice: Use a flange mount with the air ports facing away from the wrist servo. Route hoses along the robot arm, not across the wrist joint. Begapunk provides 3D STEP files for CAD fit verification — check clearance, port direction, and anti-rotation bracket position before ordering. || Anti-rotation in tight spaces",downloads/Begapunk_Rotary_Joint_Installation_Manual.pdf,E3,"The manual is identifiable and dated, but it does not validate every exact failure time or performance outcome used on webpages.",,K3,medium,low,Replace the universal or exact outcome with a conditional engineering statement after manual approval.,"Draft: This model is a potential starting point for the listed applications when its passage count, mounting, medium, pressure, speed, and temperature limits match the machine requirements.",Confirm whether this reflects documented Begapunk experience and identify the applicable operating conditions.,"Application note, field record, or engineering review defining the conditions and limitations.",yes-after-manual-approval,yes
P1B-036,"Best practice: Use a short, rigid nipple (20–30 mm) between the tool inlet and the swivel.","Best practice: Use a short, rigid nipple (20–30 mm) between the tool inlet and the swivel.",A,application-pneumatic-tools-hose-anti-twist.html,1,no,"Phase 1A source IDs: HR-048. || application-pneumatic-tools-hose-anti-twist.html: Tool inlet mounting position || Mount the swivel as close to the tool body as possible — within 20–30 mm of the grip. This minimizes the lever arm and reduces wrist torque. Avoid mounting the swivel at the end of a 50 mm extension — the extra length amplifies side load from the hose and increases the risk of fitting fatigue. Best practice: Use a short, rigid nipple (20–30 mm) between the tool inlet and the swivel. The nipple protects the tool threads and provides a solid mounting surface. || Hose length and strain relief",none found,E0,No project file beyond the source webpage was found.,,K3,medium,low,Replace the universal or exact outcome with a conditional engineering statement after manual approval.,"Draft: This model is a potential starting point for the listed applications when its passage count, mounting, medium, pressure, speed, and temperature limits match the machine requirements.",Confirm whether this reflects documented Begapunk experience and identify the applicable operating conditions.,"Application note, field record, or engineering review defining the conditions and limitations.",yes-after-manual-approval,yes
P1B-037,Best when high channel counts (8+ air + 12+ electrical) are needed.,Best when high channel counts (8+ air + 12+ electrical) are needed.,A,application-automation-rotary-tables.html,1,no,Phase 1A source IDs: HR-049. || application-automation-rotary-tables.html: Integrated pneumatic-electric rotary joint: Air passages + electrical slip rings in one housing. Example: BP-3P-S06-0001 (3 air passages + 6 electrical circuits). Best when space is limited and channel count is moderate. || Separate rotary joint + slip ring: Mount the pneumatic joint and electrical slip ring coaxially or side-by-side. Best when high channel counts (8+ air + 12+ electrical) are needed. || Critical: Verify radial clearance. A 30 mm bore rotary joint plus a 25 mm slip ring needs 60+ mm total radial space. Check your CAD model before specifying.,none found,E0,No project file beyond the source webpage was found.,,K3,medium,low,Replace the universal or exact outcome with a conditional engineering statement after manual approval.,"Draft: This model is a potential starting point for the listed applications when its passage count, mounting, medium, pressure, speed, and temperature limits match the machine requirements.",Confirm whether this reflects documented Begapunk experience and identify the applicable operating conditions.,"Application note, field record, or engineering review defining the conditions and limitations.",yes-after-manual-approval,yes
P1B-038,Best when space is limited and channel count is moderate.,Best when space is limited and channel count is moderate.,A,application-automation-rotary-tables.html,1,no,"Phase 1A source IDs: HR-050. || application-automation-rotary-tables.html: Many automation tables need both pneumatic and electrical transfer — sensors, encoders, or servo signals on the rotating fixtures. Two approaches: || Integrated pneumatic-electric rotary joint: Air passages + electrical slip rings in one housing. Example: BP-3P-S06-0001 (3 air passages + 6 electrical circuits). Best when space is limited and channel count is moderate. || Separate rotary joint + slip ring: Mount the pneumatic joint and electrical slip ring coaxially or side-by-side. Best when high channel counts (8+ air + 12+ electrical) are needed.",none found,E0,No project file beyond the source webpage was found.,,K3,medium,low,Replace the universal or exact outcome with a conditional engineering statement after manual approval.,"Draft: This model is a potential starting point for the listed applications when its passage count, mounting, medium, pressure, speed, and temperature limits match the machine requirements.",Confirm whether this reflects documented Begapunk experience and identify the applicable operating conditions.,"Application note, field record, or engineering review defining the conditions and limitations.",yes-after-manual-approval,yes
P1B-039,"Clean assembly (electronics, medical): Replace every 8–10 months regardless of visible wear","Clean assembly (electronics, medical): Replace every 8–10 months regardless of visible wear",B,application-robot-end-of-arm-tooling.html,1,no,"Phase 1A source IDs: HR-055. || application-robot-end-of-arm-tooling.html: High-cycle lines (24/7, 60 cycles/min): Replace every 6–8 months || Clean assembly (electronics, medical): Replace every 8–10 months regardless of visible wear || Keep replacement seal kits at the robot cell. A 10-minute seal change during a planned maintenance window beats a 2-hour emergency stop.",none found,E0,No project file beyond the source webpage was found.,,K3,medium,low,Replace the universal or exact outcome with a conditional engineering statement after manual approval.,"Draft: Inspection and replacement intervals depend on duty cycle, medium, filtration, temperature, pressure, speed, and observed wear; establish the interval from the documented application conditions.",Confirm whether this reflects documented Begapunk experience and identify the applicable operating conditions.,"Application note, field record, or engineering review defining the conditions and limitations.",yes-after-manual-approval,yes
P1B-040,Designed for compact automation and robot EOAT applications where low idle torque and zero leakage are critical.,Designed for compact automation and robot EOAT applications where low idle torque and zero leakage are critical.,A,BP-3P-0007.html,1,no,Phase 1A source IDs: HR-066. || BP-3P-0007.html: Technical Specifications || BP-3P-0007 is a precision triple-passage G1/8 threaded rotary joint with a 4mm orifice and deep groove ball bearing support. Designed for compact automation and robot EOAT applications where low idle torque and zero leakage are critical. Each unit is 100% pressure tested before shipment. || Pneumatic Specifications,none found,E1,"No signed test record, calibrated-instrument record, sample size, or acceptance threshold was found. The claim is repeated on webpages, which is not independent evidence.",,K5,critical,low,Pause the exact public statement; use only a bounded draft after manual approval.,Draft: Each unit is checked before shipment using Begapunk's documented test procedure. Acceptance criteria and test conditions are available for the applicable model on request.,Confirm whether a specific documented test or customer-approved case exists and whether it may be cited publicly.,"Signed test/case record with model, conditions, dates, sample size, method, and approval for public use.",yes-after-manual-approval,yes
P1B-041,Do not cover the first thread — the leading thread must engage cleanly to guide the rest of the fitting.,Do not cover the first thread — the leading thread must engage cleanly to guide the rest of the fitting.,A,blog-threaded-vs-flange.html,1,no,"Phase 1A source IDs: HR-067. || blog-threaded-vs-flange.html: PTFE Tape Application || Standard practice: three wraps of PTFE tape, applied clockwise (same direction as tightening), starting one thread back from the end. Do not cover the first thread — the leading thread must engage cleanly to guide the rest of the fitting. || Common error: Ten wraps of tape because ""more is better."" Excess tape increases the effective thread diameter. On an aluminum housing, this over-stresses the threads and initiates cracks in the first port thread. We have seen BP-1P-0003 housings split at the port because the installer used seven wraps and a power tool.",downloads/Begapunk_Rotary_Joint_Installation_Manual.pdf,E3,"The manual is identifiable and dated, but it does not validate every exact failure time or performance outcome used on webpages.",,K6,low,low,Exclude from the high-risk remediation queue; retain unless normal editorial review identifies a clarity issue.,"Draft: No replacement is required because this is a heading, model identifier, or non-performance statement.",Confirm that this is ordinary navigation or advice rather than a contractual performance promise.,No evidence package required beyond normal source review.,no,yes
P1B-042,"Dry air, clean coolant, normal factory → AL6061, lowest cost, best performance","Dry air, clean coolant, normal factory → AL6061, lowest cost, best performance",A,blog-rotary-joint-materials.html,1,no,"Phase 1A source IDs: HR-068. || blog-rotary-joint-materials.html: Relative Cost || AL6061 || Dry air, water, water-based coolant, hydraulic oil (ISO VG 32)",none found,E0,No project file beyond the source webpage was found.,,K3,medium,low,Replace the universal or exact outcome with a conditional engineering statement after manual approval.,"Draft: This model is a potential starting point for the listed applications when its passage count, mounting, medium, pressure, speed, and temperature limits match the machine requirements.",Confirm whether this reflects documented Begapunk experience and identify the applicable operating conditions.,"Application note, field record, or engineering review defining the conditions and limitations.",yes-after-manual-approval,yes
P1B-043,"Eccentric mounting >0.2 mm creates cyclic side load on the seal, causing leak paths within 200 hours of operation.","Eccentric mounting >0.2 mm creates cyclic side load on the seal, causing leak paths within 200 hours of operation.",B,BP-4P-30-0001.html,1,no,"Phase 1A source IDs: HR-072. || BP-4P-30-0001.html: Verify Flange Bolt Pattern and Bore Alignment || Confirm your equipment flange has bolt holes matching the BP-4P-30-0001 flange pattern and that the central shaft or cable bundle is concentric within ±0.1 mm. Download the 2D PDF for exact P.C.D., hole diameter, flange thickness, and bore runout tolerance. Eccentric mounting >0.2 mm creates cyclic side load on the seal, causing leak paths within 200 hours of operation. Use a dial indicator to check concentricity before final tightening. || Mount Flange with Screws and Check Bore Clearance",downloads/Begapunk_Rotary_Joint_Installation_Manual.pdf,E3,"The manual is identifiable and dated, but it does not validate every exact failure time or performance outcome used on webpages.",,K5,critical,high,Pause the exact public statement; use only a bounded draft after manual approval.,"Draft: Incorrect installation or operation outside the specified limits can cause premature leakage; the failure timing depends on load, medium, temperature, alignment, and duty cycle.",Confirm whether a specific documented test or customer-approved case exists and whether it may be cited publicly.,"Signed test/case record with model, conditions, dates, sample size, method, and approval for public use.",yes-after-manual-approval,yes
P1B-044,"Flange bolt sequence wrong O-ring extruded on one side, dry on other 1–48 hours","Flange bolt sequence wrong O-ring extruded on one side, dry on other 1–48 hours",B,blog-threaded-vs-flange.html,1,no,"Phase 1A source IDs: HR-075. || blog-threaded-vs-flange.html: Immediate leak || Flange bolt sequence wrong || O-ring extruded on one side, dry on other",none found,E0,No project file beyond the source webpage was found.,,K3,medium,low,Replace the universal or exact outcome with a conditional engineering statement after manual approval.,"Draft: This outcome may occur under the stated conditions, but actual performance depends on the model, installation, medium, pressure, speed, temperature, and duty cycle.",Confirm whether this reflects documented Begapunk experience and identify the applicable operating conditions.,"Application note, field record, or engineering review defining the conditions and limitations.",yes-after-manual-approval,yes
P1B-045,"For handheld tools used 8 hours per shift, the swivel should weigh under 0.15 kg to minimize operator fatigue and repetitive strain.","For handheld tools used 8 hours per shift, the swivel should weigh under 0.15 kg to minimize operator fatigue and repetitive strain.",B,application-pneumatic-tools-hose-anti-twist.html,1,no,"Phase 1A source IDs: HR-079. || application-pneumatic-tools-hose-anti-twist.html: How much weight can a handheld tool air swivel add? || For handheld tools used 8 hours per shift, the swivel should weigh under 0.15 kg to minimize operator fatigue and repetitive strain. A 0.3 kg swivel on a 1.2 kg tightening gun increases effective weight by 25% — enough to raise the risk of wrist strain over a 6-month period. Begapunk BP-1P-0003 weighs 0.08 kg, adding negligible load to the tool. || What is the most common mistake when selecting a pneumatic tool air swivel?",none found,E0,No project file beyond the source webpage was found.,,K3,medium,low,Replace the universal or exact outcome with a conditional engineering statement after manual approval.,"Draft: This outcome may occur under the stated conditions, but actual performance depends on the model, installation, medium, pressure, speed, temperature, and duty cycle.",Confirm whether this reflects documented Begapunk experience and identify the applicable operating conditions.,"Application note, field record, or engineering review defining the conditions and limitations.",yes-after-manual-approval,yes
P1B-046,High-pressure coolant delivery 0.5–2.0 MPa BP-2P-130-0001 (5.0 MPa rated),High-pressure coolant delivery 0.5–2.0 MPa BP-2P-130-0001 (5.0 MPa rated),B,blog-rotary-joint-selection.html,1,no,Phase 1A source IDs: HR-083. || blog-rotary-joint-selection.html: BP-1P-0003 / BP-2P-0001 || High-pressure coolant delivery || 0.5–2.0 MPa,downloads/BP-2P-130-0001.pdf,E3,,,K4,high,high,Do not change the factual value yet; request Begapunk evidence and scope confirmation.,"Draft: Lead time is confirmed with each quotation and depends on model, quantity, customization, and destination.","Confirm the correct value, scope, reporting date, and whether the supporting document may be cited publicly.",Authoritative dated record owned or approved by Begapunk and mapped to every affected page/model.,yes-after-evidence-and-approval,yes
P1B-047,"Key insight: There is no ""best"" seal.","Key insight: There is no ""best"" seal.",A,blog-rotary-union-seal-types.html,1,no,"Phase 1A source IDs: HR-085. || blog-rotary-union-seal-types.html: BP-2P-95-0001 || Key insight: There is no ""best"" seal. There is only the seal whose pressure, speed, and media envelope covers your actual operating point with margin. || 1. O-Ring Seals",none found,E0,No project file beyond the source webpage was found.,,K6,low,high,Exclude from the high-risk remediation queue; retain unless normal editorial review identifies a clarity issue.,"Draft: No replacement is required because this is a heading, model identifier, or non-performance statement.",Confirm that this is ordinary navigation or advice rather than a contractual performance promise.,No evidence package required beyond normal source review.,no,yes
P1B-048,"Maintenance or occasional use: Inspect every 12 months, replace every 18–24 months","Maintenance or occasional use: Inspect every 12 months, replace every 18–24 months",B,application-pneumatic-tools-hose-anti-twist.html,1,no,"Phase 1A source IDs: HR-087. || application-pneumatic-tools-hose-anti-twist.html: High-frequency line (2 shifts, 1,000+ cycles/day): Replace every 5–6 months || Maintenance or occasional use: Inspect every 12 months, replace every 18–24 months || Keep spare swivels at the tool crib. A 5-minute swap beats a 30-minute trip to stores plus the risk of grabbing the wrong thread size.",none found,E0,No project file beyond the source webpage was found.,,K3,medium,low,Replace the universal or exact outcome with a conditional engineering statement after manual approval.,"Draft: Inspection and replacement intervals depend on duty cycle, medium, filtration, temperature, pressure, speed, and observed wear; establish the interval from the documented application conditions.",Confirm whether this reflects documented Begapunk experience and identify the applicable operating conditions.,"Application note, field record, or engineering review defining the conditions and limitations.",yes-after-manual-approval,yes
P1B-049,More than 6 electrical circuits ❌ Too few circuits Custom S12 / S24 12 or 24 circuits with same 3 pneumatic passages; 5-day custom lead time,More than 6 electrical circuits ❌ Too few circuits Custom S12 / S24 12 or 24 circuits with same 3 pneumatic passages; 5-day custom lead time,B,BP-3P-S06-0001.html,1,no,Phase 1A source IDs: HR-089. || BP-3P-S06-0001.html: BP-3P-S06-0001 || Pneumatic Passages || 3-in-3-out (triple passage),none found,E0,No project file beyond the source webpage was found.,,K4,high,high,Do not change the factual value yet; request Begapunk evidence and scope confirmation.,"Draft: Lead time is confirmed with each quotation and depends on model, quantity, customization, and destination.","Confirm the correct value, scope, reporting date, and whether the supporting document may be cited publicly.",Authoritative dated record owned or approved by Begapunk and mapped to every affected page/model.,yes-after-evidence-and-approval,yes
P1B-050,Packaging machinery runs at 60–200 RPM for 16–24 hours per shift.,Packaging machinery runs at 60–200 RPM for 16–24 hours per shift.,B,application-packaging-machinery.html,1,no,"Phase 1A source IDs: HR-093. || application-packaging-machinery.html: Who this is for: Packaging machinery OEMs, automation engineers, and maintenance managers specifying pneumatic rotary components for high-cycle packaging lines. || Packaging machinery runs at 60–200 RPM for 16–24 hours per shift. A rotary joint on a rotary sealing head or indexing table rotates 172,800 times per day at 120 RPM continuous duty. Standard seals rated for 5,000 hours fail in 6–8 weeks under this load. The result is not just a leak — it is contaminated product, rejected batches, and unplanned downtime during peak production. || At Begapunk, packaging machinery accounts for roughly 22% of our custom rotary joint inquiries . The most frequent request is not for a catalog model — it is for a compact layout that fits a specific machine envelope, handles both vacuum and compressed air on independent channels, and can be replaced in under 10 minutes without disassembling the turret",none found,E0,No project file beyond the source webpage was found.,,K3,medium,high,Replace the universal or exact outcome with a conditional engineering statement after manual approval.,Draft: Begapunk aims to respond to complete technical inquiries promptly; response time depends on application complexity and the information provided.,Confirm whether this reflects documented Begapunk experience and identify the applicable operating conditions.,"Application note, field record, or engineering review defining the conditions and limitations.",yes-after-manual-approval,yes
P1B-051,Production Manager ISO 9001 Lead Auditor,Production Manager ISO 9001 Lead Auditor,C,about.html,1,no,Phase 1A source IDs: HR-094. || about.html: Li Wei || Production Manager ISO 9001 Lead Auditor || Sarah Zhang,none found,E1,"No certificate or declaration file with entity, scope, validity period, and applicable models was found. The claim is repeated on webpages, which is not independent evidence.",,K4,high,high,Do not change the factual value yet; request Begapunk evidence and scope confirmation.,"Draft: Certification information is available for the applicable entity and product scope on request, subject to current-document verification.","Confirm the correct value, scope, reporting date, and whether the supporting document may be cited publicly.",Authoritative dated record owned or approved by Begapunk and mapped to every affected page/model.,yes-after-evidence-and-approval,yes
P1B-052,"Standard models: Return within 30 days of delivery for a full refund, provided the product is unused and in original packaging.","Standard models: Return within 30 days of delivery for a full refund, provided the product is unused and in original packaging.",B,terms.html,1,no,"Phase 1A source IDs: HR-106. || terms.html: 6. Returns and Refunds || Standard models: Return within 30 days of delivery for a full refund, provided the product is unused and in original packaging. || Custom designs: Non-returnable and non-refundable once production has started.",none found,E0,No project file beyond the source webpage was found.,,K4,high,high,Do not change the factual value yet; request Begapunk evidence and scope confirmation.,"Draft: Lead time is confirmed with each quotation and depends on model, quantity, customization, and destination.","Confirm the correct value, scope, reporting date, and whether the supporting document may be cited publicly.",Authoritative dated record owned or approved by Begapunk and mapped to every affected page/model.,yes-after-evidence-and-approval,yes
P1B-053,"The best model depends on machine function, installation constraints, and operating conditions.","The best model depends on machine function, installation constraints, and operating conditions.",A,applications.html,1,no,"Phase 1A source IDs: HR-110. || applications.html: How to Select an Air Rotary Union for Your Application || The best model depends on machine function, installation constraints, and operating conditions. || Application Type to Product Family",none found,E0,No project file beyond the source webpage was found.,,K6,low,low,Exclude from the high-risk remediation queue; retain unless normal editorial review identifies a clarity issue.,"Draft: No replacement is required because this is a heading, model identifier, or non-performance statement.",Confirm that this is ordinary navigation or advice rather than a contractual performance promise.,No evidence package required beyond normal source review.,no,yes
P1B-054,The cost of a $40 filter element is negligible compared to a $200 seal kit and 4 hours of downtime.,The cost of a $40 filter element is negligible compared to a $200 seal kit and 4 hours of downtime.,B,BP-2P-95-0001.html,1,no,"Phase 1A source IDs: HR-111. || BP-2P-95-0001.html: Mistake 2: Running at 10 MPa without 25-micron filtration || A hydraulic system builder installs BP-2P-95-0001 on a 10 MPa rotary table but uses the machine's standard 100-micron return filter. A 50-micron particle enters the joint, embeds in the PTFE seal, and scores the steel shaft. Within 48 hours, the seal leaks at 6 MPa. The builder replaces the seal, but the same thing happens because the filtration never changes. Rule: At 10 MPa, always use 25-micron absolute filtration on the supply line. The cost of a $40 filter element is negligible compared to a $200 seal kit and 4 hours of downtime. || Mistake 3: Using it as 4 independent inlets instead of 2-in-4-out distribution",none found,E0,No project file beyond the source webpage was found.,,K5,critical,high,Pause the exact public statement; use only a bounded draft after manual approval.,"Draft: Remove the exact loss, percentage, or guaranteed outcome until a dated and reviewable case record supports it.",Confirm whether a specific documented test or customer-approved case exists and whether it may be cited publicly.,"Signed test/case record with model, conditions, dates, sample size, method, and approval for public use.",yes-after-manual-approval,yes
P1B-055,The oil contaminates the work area and the machine stops for 4 hours.,The oil contaminates the work area and the machine stops for 4 hours.,B,BP-3P-0004.html,1,no,"Phase 1A source IDs: HR-113. || BP-3P-0004.html: Mistake 2: Using it for hydraulic above 1 MPa || A machine builder needs 1.2 MPa hydraulic oil for a compact rotary table. To save $20, they buy BP-3P-0004 (1 MPa rated) and run it at 1.2 MPa. The PTFE seal extrudes under the over-pressure within 72 hours, causing catastrophic leakage across all three passages. The oil contaminates the work area and the machine stops for 4 hours. Rule: Respect the 1 MPa limit. For 1.5 MPa, use BP-2P-0002. For 5 MPa, use BP-2P-130-0001. The $20 savings cost $300 in downtime and cleanup. || Mistake 3: Skipping the run-in on a new install",none found,E0,No project file beyond the source webpage was found.,,K3,medium,low,Replace the universal or exact outcome with a conditional engineering statement after manual approval.,"Draft: This outcome may occur under the stated conditions, but actual performance depends on the model, installation, medium, pressure, speed, temperature, and duty cycle.",Confirm whether this reflects documented Begapunk experience and identify the applicable operating conditions.,"Application note, field record, or engineering review defining the conditions and limitations.",yes-after-manual-approval,yes
P1B-056,"The PTFE seal extrudes under the over-pressure within 72 hours, causing catastrophic leakage across all three passages.","The PTFE seal extrudes under the over-pressure within 72 hours, causing catastrophic leakage across all three passages.",B,BP-3P-0004.html,1,no,Phase 1A source IDs: HR-115. || BP-3P-0004.html: ✅ Perfect || — || —,images/report-fracture-closeup.jpg; images/report-fracture-installation.jpg,E2,"The photos show installed/damaged hardware but contain no model, customer, date, operating conditions, timeline, or causal test record.",,K5,critical,high,Pause the exact public statement; use only a bounded draft after manual approval.,"Draft: Incorrect installation or operation outside the specified limits can cause premature leakage; the failure timing depends on load, medium, temperature, alignment, and duty cycle.",Confirm whether a specific documented test or customer-approved case exists and whether it may be cited publicly.,"Signed test/case record with model, conditions, dates, sample size, method, and approval for public use.",yes-after-manual-approval,yes
P1B-057,The result: a last-minute custom design that delays delivery by 4–6 weeks.,The result: a last-minute custom design that delays delivery by 4–6 weeks.,B,application-automation-rotary-tables.html,1,no,"Phase 1A source IDs: HR-116. || application-automation-rotary-tables.html: Mistake 3: Ignoring slip ring space conflict || Automation tables often need both pneumatic and electrical transfer. Engineers specify a 40 mm bore rotary joint and a 35 mm slip ring, then discover they need 80 mm radial clearance — but the table hub only has 60 mm. The result: a last-minute custom design that delays delivery by 4–6 weeks. Rule: Verify radial clearance in your CAD model before specifying. Begapunk provides free 3D STEP files for fit verification. Check clearance, port direction, and anti-rotation bracket position before placing the order. || Mounting and Maintenance for Automation Rotary Table Rotary Unions",none found,E0,No project file beyond the source webpage was found.,,K4,high,high,Do not change the factual value yet; request Begapunk evidence and scope confirmation.,"Draft: Lead time is confirmed with each quotation and depends on model, quantity, customization, and destination.","Confirm the correct value, scope, reporting date, and whether the supporting document may be cited publicly.",Authoritative dated record owned or approved by Begapunk and mapped to every affected page/model.,yes-after-evidence-and-approval,yes
