"file","git_status","classification","referenced_by_site","contains_possible_secret","recommended_git_action","reason","manual_review_required"
"images/BEGAPUNK-factory-2.webp","untracked","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/BEGAPUNK-factory-2-thumbnail.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/begapunk-icon.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/begapunk-icon.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/begapunk-logo-header.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/begapunk-logo-header.webp","untracked","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/begapunk-rotaryjoint.com.JPG","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/BEGAPUNK-rotary-joint-employee-production-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/BEGAPUNK-rotary-joint-employee-production-2.webp","untracked","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/BEGAPUNK-rotary-joint-employee-production-2-thumbnail.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Cross-section-of-rotary-joint.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Cross-section-of-rotary-joint.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Cross-section-of-rotary-joint-thumbnail.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Dian-Qi-Yi-Ti.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Dian-Qi-Yi-Ti.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Dust-proof-rotary-joint-4.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Dust-proof-rotary-joint-4.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/factory-poster.jpg","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/favicon.ico","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/favicon.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/favicon.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-icon.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-icon.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-product-4in4out.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-product-4in4out.png.backup","tracked-clean","D - temporary or generated","not-found-by-static-text-scan","no","retain-existing-tracked; do not add to baseline commit","Backup, extraction, cache, or generated working artifact","yes"
"images/hero-product-4in4out.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-product-8in8out.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-product-8in8out.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-products.jpg","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-products-clean.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-products-clean.png.backup","tracked-clean","D - temporary or generated","not-found-by-static-text-scan","no","retain-existing-tracked; do not add to baseline commit","Backup, extraction, cache, or generated working artifact","yes"
"images/hero-products-clean.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-products-deublin.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-products-deublin.png.backup","tracked-clean","D - temporary or generated","not-found-by-static-text-scan","no","retain-existing-tracked; do not add to baseline commit","Backup, extraction, cache, or generated working artifact","yes"
"images/hero-products-deublin.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-products-on-dark.jpg","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-products-transparent.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-products-transparent.png.backup","tracked-clean","D - temporary or generated","not-found-by-static-text-scan","no","retain-existing-tracked; do not add to baseline commit","Backup, extraction, cache, or generated working artifact","yes"
"images/hero-products-transparent.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-structure.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-structure.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-sw-model.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/hero-sw-model.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/KDN12Rotary-joint.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/KDN12Rotary-joint.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/KDN12Rotary-joint1.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/KDN12Rotary-joint1.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/KDN12Rotary-joint1-thumbnail.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/KDN12Rotary-joint2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/KDN12Rotary-joint2.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/KDN12Rotary-joint2-thumbnail.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/KDN12Rotary-joint3.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/KDN12Rotary-joint3.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/KDN12Rotary-joint3-thumbnail.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/KDN12Rotary-joint-thumbnail.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/KDN3T-000.jpg","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/KDN3T-000.jpg.backup","tracked-clean","D - temporary or generated","not-found-by-static-text-scan","no","retain-existing-tracked; do not add to baseline commit","Backup, extraction, cache, or generated working artifact","yes"
"images/M6_Jun-Bu.jpg","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/M6_Jun-Bu.jpg.backup","tracked-clean","D - temporary or generated","not-found-by-static-text-scan","no","retain-existing-tracked; do not add to baseline commit","Backup, extraction, cache, or generated working artifact","yes"
"images/og-image.jpg","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/p27_2-in-2-out-Rotary-joint.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/p27_2-in-2-out-Rotary-joint.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/p45_2-in-2-out-Rotary-joint-1.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/p45_2-in-2-out-Rotary-joint-1.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/p45_2-in-2-out-Rotary-joint2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/p45_2-in-2-out-Rotary-joint2.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/p45_2-in-2-out-Rotary-joint3.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/p45_2-in-2-out-Rotary-joint3.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/p45_Tai-Yuan.jpg","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-1P-0003-1.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-1P-0003-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-1P-0003-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-1P-0003-2.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-1P-0003-3.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-1P-0003-3.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-1P-0006.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-1P-0006.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-1P-0006-1.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-1P-0006-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-1P-0006-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-1P-0006-2.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-200-0001-1.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-200-0001-1.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-200-0001-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-200-0001-2.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-200-0001-3.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-200-0001-3.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-0001-1.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-0001-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-0001-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-0001-2.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-0001-3.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-0001-3.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-0002.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-0002.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-0002-1.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-0002-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-0002-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-0002-2.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-08-0001-1.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-08-0001-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-08-0001-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-08-0001-2.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-08-0001-3.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-08-0001-3.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-130-0001-1.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-130-0001-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-130-0001-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-130-0001-2.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-130-0001-3.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-130-0001-3.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-16-0001-1.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-16-0001-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-16-0001-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-16-0001-2.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-16-0001-3.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-16-0001-3.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-30-0001.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-30-0001.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-30-0001-1.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-30-0001-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-30-0001-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-30-0001-2.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-50-0001-1.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-50-0001-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-50-0001-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-50-0001-2.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-50-0001-3.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-50-0001-3.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-95-0001-1.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-95-0001-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-95-0001-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-95-0001-2.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-95-0001-3.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-2P-95-0001-3.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0004-1.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0004-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0004-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0004-2.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0004-3.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0004-3.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0006.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0006.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0006-1.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0006-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0006-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0006-2.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0007.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0007.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0007-1.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0007-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0007-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-0007-2.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-S06-0001/BP-3P-S06-0001.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-S06-0001/BP-3P-S06-0001.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-S06-0001/BP-3P-S06-0001-1.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-S06-0001/BP-3P-S06-0001-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-S06-0001/BP-3P-S06-0001-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-3P-S06-0001/BP-3P-S06-0001-2.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-4P-30-0001/BP-4P-30-0001.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-4P-30-0001/BP-4P-30-0001.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-4P-30-0001/BP-4P-30-0001-1.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-4P-30-0001/BP-4P-30-0001-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-4P-30-0001/BP-4P-30-0001-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-4P-30-0001/BP-4P-30-0001-2.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-8P-0001-1.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-8P-0001-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-8P-0001-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-8P-0001-2.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-8P-0001-3.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/BP-8P-0001-3.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/SJ10-06-1.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
