page,exact_claim,claim_type,risk_level,why_evidence_is_needed,suggested_evidence,action,manual_verification
blog-rotary-joint-leaking.html,"seal material : FKM seals for < 200 RPM, PTFE for 300–600 RPM, specialized composites for > 600 RPM",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-leaking.html,"It applies to general-purpose models rated up to 1.0 MPa, including multi-channel configurations like BP-2P series and higher-pressure variants such as BP-2P-130 (5.0 MPa rated) and BP-2P-95 (10.0 MPa rated).",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-leaking.html,Continuous operating pressure should not exceed 0.7 MPa for standard models (1.0 MPa rated / 1.5 MPa test).,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-leaking.html,"If your system runs at 0.9 MPa continuously, the seal lip experiences accelerated wear regardless of seal material quality.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-leaking.html,Reference: ISO 4414:2010 recommends maintaining pneumatic system pressure within 80% of component rated pressure for optimal seal life.,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-leaking.html,"FKM (Fluorocarbon) < 200 RPM General automation, indexing tables",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-leaking.html,"PTFE 300–600 RPM Continuous rotation, packaging lines",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-leaking.html,Specialized composites > 600 RPM High-speed spindles (custom order),technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-leaking.html,Running an FKM-sealed joint at 500 RPM generates excessive heat at the seal interface.,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-leaking.html,"If your application runs above 200 RPM, verify whether your joint uses PTFE seals.",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-leaking.html,"For continuous-duty applications above 200 RPM, specify PTFE seal configuration at order.",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-leaking.html,Filter element: replace if pressure drop exceeds 0.05 MPa across the filter,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-leaking.html,Continuous pressure > 0.7 MPa?,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-leaking.html,Shaft bearing play exceeds 0.3 mm radial runout,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-leaking.html,What reads 0.6 MPa at the compressor may be 0.8 MPa at the joint if the regulator is mislocated.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-leaking.html,"For general pneumatic system design guidance, refer to ISO 4414:2010 Pneumatic fluid power — General rules and safety requirements for systems and their components .",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,"AL6061 Dry air, water, water-based coolant, hydraulic oil (ISO VG 32) 1.0 MPa Weak acids OK.",certification,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,"304 SS Steam, food-grade water, seawater (short-term), mild chemicals 1.5 MPa Excellent general resistance.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,"316 SS Aggressive chemicals, seawater (continuous), food/pharma, urea 1.5 MPa Superior chloride resistance.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,"Brass Water, low-pressure air, non-ammonia environments 0.8 MPa Good in neutral water.",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,"If your compressed air is dried to a dew point of -20°C or lower, and the machine runs in a standard factory environment, AL6061 is the correct material.",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,Even intermittently wet air will cause internal bore corrosion within 6–12 months.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,304 stainless steel shows crevice corrosion within 3–6 months of seawater exposure.,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,"In a coastal factory with salt-laden air, the timeline shortens to 2–3 months.",business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,We have test records showing 304 SS housings with visible corrosion after 90 days of marine exposure.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,Standard PTFE is inert but not FDA-certified.,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,"A six-axis robot with three rotary joints on the wrist sees 660 g of added load with aluminum, versus 1.9 kg with stainless steel.",business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,Material Relative Housing Cost Seal Replacement (every 2 years) 6-Year Total Cost Failure Mode,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,AL6061 Low Every 3 months Highest total cost 24,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,304 SS 3× baseline Every 12 months Moderate total cost 6,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,316 SS 4× baseline Every 24 months Lowest total cost 3,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,AL6061 for dry air Air dew point > +10°C 304 SS,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,Aluminum for weight >600 RPM continuous 304 SS (fatigue limit),technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,"Dry air, clean coolant, normal factory → AL6061, lowest cost, best performance",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,316 SS and custom configurations ship in 3 weeks.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,"AL6061 aluminum: BP-2P-0001 (2-in-2-out, flange, 1 MPa), BP-1P-0003 (1-in-1-out, threaded, 1 MPa), BP-3P-0004 (3-in-3-out, flange, 1 MPa)",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,"304 SS + AL6061 hybrid: BP-2P-130-0001 (2-in-2-out heavy duty, 5 MPa)",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-materials.html,"Dust-proof / harsh environment: BP-2P-50-0001 (IP65 rated, 1 MPa)",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,A joint rated for 1.0 MPa gets run at 1.2 MPa.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,"A Glyd Ring seal gets used in a 1,000 RPM application when the spec sheet said 500 RPM max.",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,It is cheaper to specify a 3-channel joint now than to replace a 2-channel joint in 18 months.,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,"Single channel: BP-1P-0003 — threaded mount, compact, rated 1.0 MPa",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,"Dual channel: BP-2P-0001 — flange mount, 1.0 MPa, AL6061 body",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,"Operating Pressure: The ""Max 1.0 MPa"" Spec Is Misleading",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,"When a datasheet lists ""Maximum pressure: 1.0 MPa,"" that figure is usually the burst-test pressure or the static test pressure — not the pressure at which the joint should operate 24/7.",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,"At Begapunk, every joint is pressure-tested at 1.5× the rated specification before shipment.",business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,A joint rated for 1.0 MPa is tested at 1.5 MPa for 30 minutes.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,But that does not mean you should run it at 1.0 MPa continuously.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,A 1.0 MPa joint should be used at 0.7 MPa or below for round-the-clock duty.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,Common mistake: Buying a 1.0 MPa joint for an application that runs at 0.9 MPa continuously.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,Standard pneumatic clamping 0.3–0.6 MPa BP-1P-0003 / BP-2P-0001,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,High-pressure coolant delivery 0.5–2.0 MPa BP-2P-130-0001 (5.0 MPa rated),technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,Hydraulic rotary transfer 5.0–10.0 MPa BP-2P-95-0001 (10.0 MPa rated),technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,Standard duty (1.0 MPa): BP-2P-0001,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,Heavy duty (5.0 MPa): BP-2P-130-0001,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,Extreme duty (10.0 MPa): BP-2P-95-0001,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,< 200 RPM FKM (fluoroelastomer / Viton) 200 RPM,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,200–500 RPM Glyd Ring (PTFE composite) 500 RPM,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,"500–2,000 RPM PTFE skeleton oil seal 2,000 RPM",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,"> 2,000 RPM Custom ceramic or balanced design Custom",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,Common mistake: Installing a standard FKM-sealed joint on a 400 RPM indexing table.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,We do not offer FKM on any joint rated above 200 RPM.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,A 1-second indexing cycle = 60 RPM,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,A 0.5-second cycle = 120 RPM,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,A continuous rotating shaft at 300 RPM = 300 RPM,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,Most pneumatic rotary applications run well below 200 RPM.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,Do not overspend on a high-speed seal if your machine never breaks 100 RPM.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,Critical point: Moist air in an aluminum body causes internal bore corrosion within 6–12 months.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,The joint leaks in 3 months.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,Mount Type Best For Limitations,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,Bore Diameter Typical Flow (air at 0.5 MPa) Suitable For,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,3 mm ~15 L/min Miniature grippers only,technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,6 mm ~60 L/min Standard pneumatic cylinders,technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,"10 mm ~150 L/min Large actuators, multiple cylinders",technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,"Common mistake: Buying a compact joint with a 3 mm bore to save space, then trying to run a 40 mm bore pneumatic cylinder through it.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,General pneumatic clamping Dry air 0.1–0.6 MPa < 200 RPM BP-1P-0003 / BP-2P-0001,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,High-pressure coolant system Water / emulsion 0.5–2.0 MPa < 200 RPM BP-2P-130-0001,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,High-speed rotary indexing Air 0.1–0.8 MPa 200–500 RPM BP-2P-95-0001,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,Food / pharmaceutical (custom) Water / steam 0.1–1.0 MPa < 200 RPM BP-3P-FDA — contact for spec,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,Dust-heavy environment Air / water 0.1–1.0 MPa < 200 RPM BP-2P-50-0001 (IP65 dust-proof),technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-joint-selection.html,"Send us your operating conditions — pressure, RPM, media type, and channel count — and our engineers will return a spec recommendation within 24 hours.",technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,"The right seal makes the joint disappear into the background of the machine — reliable, quiet, and maintenance-free for years.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,**Max Pressure** 0.3–1.0 MPa 1.0–5.0 MPa 5.0–10.0 MPa,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,"**Max RPM** < 200 RPM < 500 RPM < 2,000 RPM",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,**Leakage Class** ISO 17799 Class 2 ISO 17799 Class 1 ISO 17799 Class 0,certification,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,**Temp Range** -20°C to +200°C -40°C to +150°C -200°C to +260°C,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,**Typical Life** 6–12 months 12–24 months 24–48 months,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,"Key insight: There is no ""best"" seal.",business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,"At pressures above 1.0 MPa, the elastomer extrudes into the clearance gap between shaft and housing.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,"BP-1P-0003 (1-in-1-out, threaded): FKM O-ring, 1.0 MPa max, 500 RPM max — but derate to 0.7 MPa and 200 RPM for continuous duty",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,"BP-2P-0001 (2-in-2-out, flange): FKM O-ring + Glyd Ring backup, 1.0 MPa max, 200 RPM max continuous",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,Critical point: An FKM O-ring in moist compressed air will harden and crack within 6–10 months.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,"If your air dryer is not maintaining a dew point below +10°C, switch to a lip seal or specify a stainless steel body with Glyd Ring.",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,Low-pressure pneumatic clamping (0.3–0.6 MPa),technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,Intermittent rotation ( < 100 RPM average),technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,Continuous duty above 0.7 MPa,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,RPM above 200 for more than 30 minutes per cycle,technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,This is enough for 1.0–5.0 MPa if the lip geometry is correct.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,"Above 5.0 MPa, the lip inverts or the spring compresses beyond its elastic limit.",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,A PTFE lip seal at 500 RPM stays below 80°C.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,An FKM lip seal at the same speed reaches 120°C and degrades.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,"BP-2P-130-0001 (2-in-2-out, heavy duty): PTFE lip seal + FKM O-ring backup, 5.0 MPa max, 80 RPM max continuous",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,"BP-2P-50-0001 (2-in-2-out, dust-proof): PTFE lip seal, 1.0 MPa max, 100 RPM max, IP65 rated",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
blog-rotary-union-seal-types.html,Food-grade water (with FDA-certified PTFE),certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
